run_id,best_val_loss,final_step,total_time_s,config_json
20260829_210634,1.497,3000,525.6,"{""lora_r"": 8, ""lr"": 0.0002, ""max_steps"": 3000, ""batch_size"": 4, ""grad_accum"": 4}"
