gate_min,gate_max,gate_variance,n_skip_candidates,tool_avg_layers_run,tool_avg_skip_pct,plan_avg_layers_run,plan_avg_skip_pct,skip_diff_pct,ppl_full_tool,ppl_gated_tool,ppl_delta_tool,ppl_full_plan,ppl_gated_plan,ppl_delta_plan,flops_full,flops_tool,flops_plan,flops_reduction_tool,flops_reduction_plan,lora_loss_delta_tool,lora_loss_delta_plan,checkpoint,n_eval,seed,lora_r
0.2727,0.7298,0.050649,9,23.04,4.01,21.84,9.01,-5.0,4.791,3.557,-1.234,4.387,3.296,-1.091,377688686592,362581139128,343696704798,4.0,9.0,-1.4341,-1.0965,checkpoints_seed123/best_adapters.pt,100,123,8
