step,loss,ppl,layers_run,skip_pct,gate_reg,lr,elapsed_s
50,3.898751,49.34,14.92,37.84,,0.00019999,9.34
100,3.525318,33.96,15.44,35.67,,0.00019997,17.5
150,2.610277,13.6,19.26,19.75,,0.00019993,25.65
200,2.423947,11.29,19.0,20.83,,0.00019986,33.82
250,2.38804,10.89,18.16,24.34,,0.00019979,44.32
300,2.28374,9.81,20.56,14.33,,0.00019969,52.57
350,2.156703,8.64,20.94,12.75,,0.00019959,60.78
400,1.850638,6.36,21.92,8.66,,0.00019945,69.02
450,1.87151,6.5,21.18,11.75,,0.00019932,79.71
500,1.680698,5.37,22.48,6.34,,0.00019915,87.93
550,1.783146,5.95,21.76,9.34,,0.00019898,96.15
600,1.808536,6.1,21.38,10.92,,0.00019877,104.34
650,1.681139,5.37,21.78,9.25,,0.00019857,114.7
700,1.730829,5.65,21.3,11.25,,0.00019833,122.83
750,1.717683,5.57,21.52,10.34,,0.0001981,130.97
800,1.62418,5.07,21.78,9.25,,0.00019783,139.2
850,1.758869,5.81,20.98,12.58,,0.00019756,149.57
900,1.719847,5.58,21.56,10.16,,0.00019725,157.78
950,1.821227,6.18,20.02,16.58,,0.00019695,165.89
1000,1.719376,5.58,21.48,10.5,,0.00019661,174.05
1050,1.651213,5.21,21.14,11.91,,0.00019628,184.64
1100,1.621849,5.06,21.18,11.75,,0.0001959,192.84
1150,1.666725,5.29,21.12,12.0,,0.00019554,200.99
1200,1.658135,5.25,21.54,10.25,,0.00019513,209.13
1250,1.833749,6.26,19.88,17.17,,0.00019474,219.44
1300,1.62857,5.1,22.1,7.93,,0.00019429,227.58
1350,1.695912,5.45,20.86,13.08,,0.00019387,235.72
1400,1.727017,5.62,19.88,17.16,,0.00019339,243.86
1450,1.496417,4.47,21.32,11.17,,0.00019294,254.18
1500,1.715703,5.56,20.36,15.17,,0.00019243,262.36
1550,1.612338,5.01,21.06,12.25,,0.00019194,270.67
1600,1.875976,6.53,19.44,19.0,,0.0001914,278.97
1650,1.596436,4.94,21.32,11.16,,0.00019088,289.6
1700,1.728183,5.63,20.7,13.75,,0.00019031,297.84
1750,1.603891,4.97,20.9,12.92,,0.00018976,305.89
1800,1.670431,5.31,20.28,15.51,,0.00018916,313.78
1850,1.708363,5.52,20.18,15.92,,0.00018858,323.84
1900,1.593063,4.92,21.54,10.25,,0.00018794,331.95
1950,1.585398,4.88,20.04,16.5,,0.00018734,340.1
2000,1.59432,4.92,20.92,12.84,,0.00018667,348.22
2050,1.655944,5.24,20.04,16.5,,0.00018604,358.55
2100,1.507461,4.52,21.28,11.33,,0.00018534,366.65
2150,1.769867,5.87,19.9,17.08,,0.00018468,374.96
2200,1.62823,5.09,20.84,13.17,,0.00018395,383.05
2250,1.625344,5.08,20.22,15.74,,0.00018326,393.56
2300,1.623261,5.07,22.22,7.42,,0.0001825,401.78
2350,1.74453,5.72,20.04,16.5,,0.00018179,409.89
2400,1.678052,5.36,19.56,18.5,,0.000181,418.07
2450,1.567007,4.79,21.06,12.25,,0.00018026,428.44
2500,1.700932,5.48,19.36,19.33,,0.00017944,436.59
2550,1.630644,5.11,21.36,11.01,,0.00017867,444.85
2600,1.760017,5.81,20.26,15.58,,0.00017783,453.04
2650,1.731695,5.65,19.68,18.0,,0.00017703,463.28
2700,1.625299,5.08,20.46,14.75,,0.00017616,471.72
2750,1.678053,5.36,20.74,13.58,,0.00017534,480.07
2800,1.79769,6.04,18.42,23.25,,0.00017444,488.24
2850,1.788026,5.98,20.02,16.58,,0.0001736,498.56
2900,1.711608,5.54,20.2,15.83,,0.00017267,506.77
2950,1.698419,5.47,19.78,17.58,,0.00017181,514.9
3000,1.731072,5.65,20.02,16.59,,0.00017086,523.12
