gate_min,gate_max,gate_variance,n_skip_candidates,tool_avg_layers_run,tool_avg_skip_pct,plan_avg_layers_run,plan_avg_skip_pct,skip_diff_pct,ppl_full_tool,ppl_gated_tool,ppl_delta_tool,ppl_full_plan,ppl_gated_plan,ppl_delta_plan,flops_full,flops_tool,flops_plan,flops_reduction_tool,flops_reduction_plan,lora_loss_delta_tool,lora_loss_delta_plan,checkpoint,n_eval,seed,lora_r
0.2735,0.7291,0.050061,9,20.58,14.26,15.86,33.91,-19.65,5.053,3.737,-1.316,3.707,2.773,-0.933,377688686592,323868048752,249589273722,14.3,33.9,-1.33,-1.3187,checkpoints_bce_corrected/best_adapters.pt,100,2024,8
