gate_min,gate_max,gate_variance,n_skip_candidates,tool_avg_layers_run,tool_avg_skip_pct,plan_avg_layers_run,plan_avg_skip_pct,skip_diff_pct,ppl_full_tool,ppl_gated_tool,ppl_delta_tool,ppl_full_plan,ppl_gated_plan,ppl_delta_plan,flops_full,flops_tool,flops_plan,flops_reduction_tool,flops_reduction_plan,lora_loss_delta_tool,lora_loss_delta_plan,checkpoint,n_eval,lora_r
0.2732,0.7291,0.050203,9,22.74,5.26,22.96,4.34,0.92,4.762,3.56,-1.203,4.655,3.449,-1.207,377688686592,357860030545,361322176839,5.3,4.3,-1.3463,-0.9765,checkpoints/best_adapters.pt,100,8
