run_id,best_val_loss,final_step,total_time_s,config_json
20260830_071640,1.3135,3000,526.8,"{""lora_r"": 8, ""lr"": 0.0002, ""max_steps"": 3000, ""batch_size"": 4, ""grad_accum"": 4}"
