query_id,step_type,routed_ms,routed_tokens,baseline_ms,baseline_tokens,routed_ms_per_tok,baseline_ms_per_tok
0,planning,6502.27764097508,166,5629.448221996427,175,39.17034723478964,32.16827555426529
1,tool_call,8830.000497982837,256,2312.264841981232,64,34.49218944524546,36.12913815595675
2,planning,2474.7289769584313,77,2933.9382220059633,88,32.13933736309651,33.34020706824958
3,tool_call,8258.565500960685,256,1201.4301719609648,35,32.26002148812768,34.32657634174185
4,tool_call,8750.966931926087,256,2366.442574071698,66,34.183464577836276,35.85519051623785
5,tool_call,805.5117210606113,30,1674.05037896242,45,26.850390702020377,37.20111953249822
6,tool_call,2223.4765980392694,64,8436.324332957156,256,34.741821844363585,32.95439192561389
7,planning,2759.504635934718,93,1869.231162010692,59,29.672092859513096,31.681884101876136
8,planning,3143.5119099915028,107,4570.475557935424,126,29.378615981228997,36.27361553917003
9,planning,3079.73169896286,95,4965.504246065393,160,32.41822841013536,31.034401537908707
10,planning,3526.8028220161796,119,3996.9060940202326,128,29.636998504337644,31.225828859533067
11,planning,7642.999878968112,256,3684.687993954867,116,29.855468277219188,31.764551672024716
12,tool_call,2268.6348889255896,70,2405.467535019852,70,32.409069841794135,34.36382192885503
13,tool_call,2326.1176000814885,72,2191.6891270084307,64,32.307188890020676,34.24514260950673
14,planning,4650.24727198761,154,3519.1373380366713,111,30.1964108570624,31.703939982312352
15,planning,2050.190321984701,68,3310.8163319993764,106,30.149857676245603,31.234116339616758
16,tool_call,7967.771016992629,256,5568.179473979399,174,31.124105535127455,32.00103145965171
17,planning,2392.673776950687,81,1598.0966800125316,51,29.539182431489966,31.33522901985356
18,planning,3585.453938925639,118,4713.5964090703055,151,30.385202872251178,31.215870258743745
19,tool_call,2038.291305070743,66,1551.5293660573661,47,30.883201591980953,33.01126310760353
20,planning,1251.17489695549,43,1441.341500962153,46,29.097090626871864,31.333510890481588
21,tool_call,3042.4878500634804,113,1693.6311529716477,54,26.924671239499826,31.363539869845326
22,tool_call,730.2006700774655,23,4483.175634057261,132,31.74785522075937,33.96345177316107
23,tool_call,1432.6841440051794,46,1829.5367979444563,55,31.145307478373464,33.26430541717193
24,planning,3982.4788140831515,146,3231.5990070346743,103,27.277252151254462,31.37474764111334
25,tool_call,2127.7526509948075,69,8856.078268028796,256,30.83699494195373,34.59405573448748
26,planning,7847.509415936656,256,3738.7952590361238,120,30.654333656002564,31.156627158634365
27,planning,3148.062738007866,102,2911.5442039910704,93,30.863360176547705,31.306926924635164
28,tool_call,8418.204008950852,256,6008.9277339866385,175,32.883609409964265,34.33672990849508
29,tool_call,2325.7348659681156,82,1460.9475580509752,46,28.362620316684335,31.759729522847287
