query_id,step_type,routed_ms,routed_tokens,baseline_ms,baseline_tokens,routed_ms_per_tok,baseline_ms_per_tok
0,planning,7700.21768193692,256,4807.482325006276,136,30.078975320066093,35.34913474269321
1,tool_call,8927.08966799546,256,8823.185413028114,256,34.87144401560727,34.46556801964107
2,tool_call,8791.810316964984,256,8742.797888931818,256,34.34300905064447,34.151554253639915
3,tool_call,2899.3077860213816,87,2876.1896500363946,87,33.325376850820476,33.05965114984362
4,tool_call,1380.703956936486,44,1396.5423819608986,44,31.37963538492014,31.739599590020422
5,tool_call,3197.9167589452118,105,1390.3001070721075,44,30.456350085192494,31.59772970618426
6,planning,3287.884077988565,108,3381.228769896552,107,30.443371092486714,31.600268877537868
7,tool_call,1696.1049479432404,44,1599.381061969325,44,38.54783972598273,36.34956959021193
8,planning,1468.1419410044327,49,1716.9844029704109,51,29.962080428661892,33.666360842557076
9,planning,6190.988550079055,178,3765.6684580724686,124,34.78083455100593,30.368294016713456
10,planning,7159.396639908664,256,4694.9279139516875,153,27.96639312464322,30.685803359161355
11,planning,1340.7653189497069,45,1423.8554339390248,47,29.79478486554904,30.294796466787762
12,tool_call,8664.59894599393,256,8840.618763002567,256,33.84608963278879,34.53366704297878
13,tool_call,9319.969833013602,256,8821.071511949413,256,36.40613216020938,34.45731059355239
14,tool_call,8842.323909979314,256,8866.751316934824,256,34.540327773356694,34.635747331776656
15,tool_call,8900.78716701828,256,8749.01582696475,256,34.768699871165154,34.17584307408106
16,planning,6724.133167997934,256,2905.322668957524,94,26.26614518749193,30.907687967633233
17,tool_call,8752.65461904928,256,9072.468592901714,256,34.19005710566125,35.43933044102232
18,tool_call,9332.364802015945,256,9157.469879020937,256,36.454550007874786,35.771366714925534
19,tool_call,8922.84623393789,256,8832.162971026264,256,34.85486810131988,34.500636605571344
20,planning,7229.510386940092,256,5656.481959042139,185,28.240274948984734,30.575578156984538
21,tool_call,1346.0008439142257,44,1345.574484905228,44,30.590928270777855,30.581238293300636
22,planning,6148.045931011438,256,2899.830054026097,92,24.01580441801343,31.51989189158801
23,planning,4965.507031069137,179,1806.7214590264484,59,27.740262743403,30.62239761061777
24,planning,6635.995775926858,256,4945.032775984146,148,25.92185849971429,33.4123836215145
25,planning,6308.930075960234,256,4200.164746958762,134,24.644258109219663,31.34451303700569
26,planning,5505.902272998355,199,3519.1523790126666,111,27.667850618082188,31.7040754866006
27,tool_call,1466.3447269704193,44,1397.5384399527684,44,33.326016522054985,31.762237271653827
28,planning,6475.863502011634,256,3217.9195259232074,104,25.296341804732947,30.941533903107764
29,planning,6858.34831406828,256,4997.111443895847,160,26.79042310182922,31.23194652434904
