step,loss,ppl,layers_run,skip_pct,gate_reg,lr,elapsed_s
50,4.007889,55.03,14.84,38.17,,0.00019999,9.47
100,3.530731,34.15,15.24,36.51,,0.00019997,17.95
150,2.686071,14.67,18.8,21.67,,0.00019993,26.16
200,2.656049,14.24,19.02,20.76,,0.00019986,34.56
250,2.319583,10.17,19.64,18.17,,0.00019979,45.14
300,2.198779,9.01,19.4,19.16,,0.00019969,53.44
350,1.965546,7.14,22.16,7.67,,0.00019959,61.7
400,1.975064,7.21,21.34,11.08,,0.00019945,69.98
450,1.731687,5.65,21.98,8.41,,0.00019932,80.71
500,1.975634,7.21,21.54,10.26,,0.00019915,89.11
550,1.84661,6.34,21.54,10.25,,0.00019898,97.42
600,1.753963,5.78,21.96,8.5,,0.00019877,106.16
650,1.803204,6.07,21.54,10.25,,0.00019857,116.98
700,1.722723,5.6,21.6,10.0,,0.00019833,125.41
750,1.862051,6.44,20.06,16.42,,0.0001981,133.68
800,1.6049,4.98,22.4,6.67,,0.00019783,142.03
850,1.753044,5.77,20.56,14.33,,0.00019756,152.62
900,1.686623,5.4,21.56,10.17,,0.00019725,160.94
950,1.740356,5.7,21.08,12.17,,0.00019695,169.34
1000,1.706521,5.51,21.76,9.34,,0.00019661,177.94
1050,1.662606,5.27,21.4,10.84,,0.00019628,188.82
1100,1.646205,5.19,21.6,10.0,,0.0001959,197.36
1150,1.614063,5.02,21.66,9.75,,0.00019554,205.92
1200,1.745117,5.73,20.74,13.59,,0.00019513,214.51
1250,1.578417,4.85,21.46,10.59,,0.00019474,225.24
1300,1.730978,5.65,20.38,15.08,,0.00019429,233.72
1350,1.65472,5.23,20.36,15.17,,0.00019387,242.07
1400,1.542595,4.68,22.16,7.67,,0.00019339,250.47
1450,1.724532,5.61,20.52,14.5,,0.00019294,261.2
1500,1.645351,5.18,21.6,10.0,,0.00019243,269.57
1550,1.637366,5.14,21.32,11.17,,0.00019194,277.98
1600,1.631589,5.11,20.18,15.92,,0.0001914,286.33
1650,1.630586,5.11,21.7,9.59,,0.00019088,297.17
1700,1.673755,5.33,21.06,12.25,,0.00019031,305.54
1750,1.529984,4.62,21.28,11.33,,0.00018976,313.92
1800,1.577531,4.84,20.78,13.43,,0.00018916,322.7
1850,1.676892,5.35,20.32,15.33,,0.00018858,333.62
1900,1.645414,5.18,21.16,11.84,,0.00018794,342.11
1950,1.565332,4.78,20.62,14.09,,0.00018734,350.47
2000,1.690714,5.42,20.1,16.25,,0.00018667,358.89
2050,1.659498,5.26,20.98,12.59,,0.00018604,369.69
2100,1.634265,5.13,20.6,14.16,,0.00018534,378.35
2150,1.672374,5.32,20.72,13.67,,0.00018468,387.04
2200,1.555737,4.74,20.8,13.34,,0.00018395,395.55
2250,1.67763,5.35,19.7,17.92,,0.00018326,406.21
2300,1.535136,4.64,22.22,7.42,,0.0001825,414.62
2350,1.681994,5.38,19.92,17.0,,0.00018179,423.06
2400,1.545873,4.69,21.04,12.33,,0.000181,431.44
2450,1.66026,5.26,20.02,16.58,,0.00018026,442.06
2500,1.674533,5.34,20.68,13.83,,0.00017944,450.49
2550,1.673229,5.33,21.12,12.01,,0.00017867,458.93
2600,1.761691,5.82,18.84,21.5,,0.00017783,467.3
2650,1.533184,4.63,21.88,8.84,,0.00017703,478.12
2700,1.740701,5.7,19.82,17.42,,0.00017616,486.81
2750,1.586591,4.89,20.22,15.75,,0.00017534,495.07
2800,1.642587,5.17,20.58,14.25,,0.00017444,503.4
2850,1.602206,4.96,21.44,10.66,,0.0001736,514.0
2900,1.637384,5.14,20.28,15.5,,0.00017267,522.27
2950,1.717793,5.57,20.46,14.75,,0.00017181,530.63
3000,1.675796,5.34,20.56,14.34,,0.00017086,539.03
