step,loss,ppl,layers_run,skip_pct,gate_reg,lr,elapsed_s
50,3.911724,49.99,14.92,37.84,,0.00019999,9.51
100,3.52942,34.1,15.02,37.43,,0.00019997,17.7
150,2.759829,15.8,19.16,20.18,,0.00019993,25.88
200,2.290468,9.88,20.24,15.66,,0.00019986,34.08
250,2.325379,10.23,18.1,24.59,,0.00019979,44.95
300,2.160839,8.68,20.56,14.34,,0.00019969,53.15
350,1.990458,7.32,21.56,10.17,,0.00019959,61.29
400,2.141786,8.51,20.34,15.24,,0.00019945,69.49
450,1.773021,5.89,22.6,5.84,,0.00019932,80.02
500,1.94642,7.0,20.92,12.84,,0.00019915,88.2
550,1.752773,5.77,22.3,7.08,,0.00019898,96.43
600,1.762742,5.83,21.24,11.5,,0.00019877,104.8
650,1.732453,5.65,21.88,8.83,,0.00019857,115.19
700,1.725338,5.61,21.42,10.75,,0.00019833,123.4
750,1.687735,5.41,21.62,9.91,,0.0001981,131.56
800,1.737425,5.68,21.34,11.07,,0.00019783,139.79
850,1.726119,5.62,21.48,10.49,,0.00019756,150.26
900,1.654467,5.23,21.38,10.92,,0.00019725,158.5
950,1.725074,5.61,21.52,10.33,,0.00019695,166.72
1000,1.720103,5.59,21.18,11.75,,0.00019661,174.94
1050,1.630476,5.11,21.28,11.34,,0.00019628,185.4
1100,1.611065,5.01,20.78,13.42,,0.0001959,193.6
1150,1.653241,5.22,21.82,9.08,,0.00019554,201.96
1200,1.705569,5.5,20.76,13.5,,0.00019513,210.19
1250,1.660334,5.26,21.52,10.33,,0.00019474,220.85
1300,1.66003,5.26,21.16,11.83,,0.00019429,229.15
1350,1.70475,5.5,21.26,11.42,,0.00019387,237.35
1400,1.655437,5.24,20.98,12.59,,0.00019339,245.56
1450,1.652853,5.22,21.58,10.08,,0.00019294,255.74
1500,1.754881,5.78,20.36,15.17,,0.00019243,263.96
1550,1.621267,5.06,19.76,17.67,,0.00019194,272.05
1600,1.489312,4.43,22.04,8.17,,0.0001914,280.24
1650,1.75828,5.8,20.24,15.67,,0.00019088,290.66
1700,1.682533,5.38,19.98,16.75,,0.00019031,298.87
1750,1.598058,4.94,21.86,8.92,,0.00018976,307.08
1800,1.712239,5.54,20.42,14.91,,0.00018916,315.31
1850,1.713413,5.55,20.24,15.66,,0.00018858,325.68
1900,1.570894,4.81,21.6,9.99,,0.00018794,333.94
1950,1.629802,5.1,20.72,13.67,,0.00018734,342.13
2000,1.570209,4.81,20.88,13.0,,0.00018667,350.36
2050,1.635062,5.13,20.96,12.67,,0.00018604,360.91
2100,1.690331,5.42,20.22,15.75,,0.00018534,369.17
2150,1.65824,5.25,20.64,14.01,,0.00018468,377.59
2200,1.572045,4.82,21.26,11.41,,0.00018395,385.72
2250,1.632783,5.12,19.68,18.0,,0.00018326,396.25
2300,1.69495,5.45,20.76,13.5,,0.0001825,404.62
2350,1.675432,5.34,20.94,12.75,,0.00018179,412.8
2400,1.671782,5.32,20.44,14.83,,0.000181,420.99
2450,1.818411,6.16,19.94,16.92,,0.00018026,431.29
2500,1.652278,5.22,21.42,10.74,,0.00017944,439.58
2550,1.736877,5.68,19.2,20.0,,0.00017867,447.89
2600,1.599099,4.95,21.4,10.84,,0.00017783,456.07
2650,1.604927,4.98,20.88,13.0,,0.00017703,466.78
2700,1.721812,5.59,19.26,19.74,,0.00017616,475.26
2750,1.639894,5.15,20.24,15.67,,0.00017534,483.56
2800,1.668509,5.3,20.48,14.67,,0.00017444,491.91
2850,1.670084,5.31,19.82,17.41,,0.0001736,502.42
2900,1.680582,5.37,20.22,15.75,,0.00017267,510.81
2950,1.578508,4.85,21.78,9.25,,0.00017181,519.26
3000,1.753745,5.78,19.14,20.25,,0.00017086,527.55
