step,loss,ppl,layers_run,skip_pct,gate_reg,lr,elapsed_s
50,3.900708,49.44,14.9,37.92,,0.00019999,11.2
100,3.503536,33.23,15.32,36.18,,0.00019997,19.37
150,2.733333,15.38,18.3,23.76,,0.00019993,27.59
200,2.544136,12.73,18.86,21.42,,0.00019986,35.77
250,2.275005,9.73,18.72,22.0,,0.00019979,46.25
300,2.159352,8.67,20.28,15.5,,0.00019969,54.45
350,2.054243,7.8,20.92,12.83,,0.00019959,62.64
400,1.997479,7.37,21.32,11.17,,0.00019945,70.9
450,1.854286,6.39,21.8,9.17,,0.00019932,81.35
500,1.691612,5.43,22.52,6.17,,0.00019915,89.63
550,1.89142,6.63,21.14,11.92,,0.00019898,97.77
600,1.667392,5.3,22.68,5.51,,0.00019877,106.14
650,1.78691,5.97,21.08,12.17,,0.00019857,116.66
700,1.685815,5.4,21.86,8.91,,0.00019833,124.93
750,1.762385,5.83,21.26,11.42,,0.0001981,133.14
800,1.723323,5.6,21.84,9.0,,0.00019783,141.35
850,1.759067,5.81,20.8,13.33,,0.00019756,151.94
900,1.733712,5.66,21.36,11.0,,0.00019725,160.11
950,1.581155,4.86,22.08,8.0,,0.00019695,168.42
1000,1.795757,6.02,19.98,16.75,,0.00019661,176.62
1050,1.718372,5.58,21.52,10.34,,0.00019628,187.04
1100,1.622552,5.07,21.22,11.58,,0.0001959,195.3
1150,1.688631,5.41,21.36,11.0,,0.00019554,203.49
1200,1.665249,5.29,21.46,10.59,,0.00019513,211.81
1250,1.628469,5.1,20.88,13.0,,0.00019474,222.51
1300,1.615822,5.03,21.38,10.92,,0.00019429,230.87
1350,1.585086,4.88,20.72,13.66,,0.00019387,239.05
1400,1.701086,5.48,21.0,12.5,,0.00019339,247.25
1450,1.677902,5.35,20.04,16.5,,0.00019294,257.72
1500,1.574907,4.83,21.24,11.5,,0.00019243,265.95
1550,1.679976,5.37,21.1,12.08,,0.00019194,274.09
1600,1.647559,5.19,20.72,13.66,,0.0001914,282.37
1650,1.598912,4.95,21.52,10.33,,0.00019088,292.66
1700,1.636729,5.14,21.18,11.75,,0.00019031,300.83
1750,1.6396,5.15,19.76,17.66,,0.00018976,308.97
1800,1.745931,5.73,21.24,11.5,,0.00018916,317.2
1850,1.585319,4.88,20.78,13.42,,0.00018858,327.63
1900,1.688865,5.41,19.98,16.75,,0.00018794,335.93
1950,1.606676,4.99,21.16,11.83,,0.00018734,344.2
2000,1.547437,4.7,21.18,11.75,,0.00018667,352.51
2050,1.718643,5.58,20.3,15.42,,0.00018604,362.92
2100,1.531971,4.63,21.64,9.83,,0.00018534,371.15
2150,1.652467,5.22,19.36,19.34,,0.00018468,379.56
2200,1.63852,5.15,20.06,16.42,,0.00018395,387.84
2250,1.659375,5.26,20.88,13.0,,0.00018326,398.3
2300,1.567727,4.8,20.18,15.92,,0.0001825,406.82
2350,1.633909,5.12,20.16,16.0,,0.00018179,415.17
2400,1.600695,4.96,20.94,12.75,,0.000181,423.49
2450,1.711815,5.54,19.94,16.92,,0.00018026,433.81
2500,1.568868,4.8,20.74,13.59,,0.00017944,442.15
2550,1.647542,5.19,19.84,17.34,,0.00017867,450.34
2600,1.712194,5.54,20.28,15.5,,0.00017783,458.57
2650,1.680626,5.37,20.08,16.33,,0.00017703,469.09
2700,1.595856,4.93,20.52,14.5,,0.00017616,477.54
2750,1.646032,5.19,20.42,14.91,,0.00017534,485.68
2800,1.761139,5.82,20.04,16.5,,0.00017444,493.93
2850,1.703866,5.5,19.8,17.51,,0.0001736,504.46
2900,1.594543,4.93,20.04,16.5,,0.00017267,512.7
2950,1.737285,5.68,20.04,16.5,,0.00017181,520.98
3000,1.674503,5.34,20.0,16.67,,0.00017086,529.28
